record_id,title,authors,year,database,doi,language,duplicate,decision_stage,decision,exclusion_reason,notes
173,Esquemas atrasados y oportunidades perdidas de vacunación en niños de hasta 36 meses del departamento de Paysandú: Año 2012,"Pérez, Leticia and Deccia, Romina and Amorín, María Belén and Martínez, Luis and Pirez, Catalina",2013,SciELO,,es,Não,Triagem título/resumo,Excluded,out of scope,
174,Efecto sobre la producción de carne de la aplicación de tecnologías de renovación de praderas de Bothriochloa pertusa (L.) A. Camus en la Costa Norte Colombiana,"Cajas-Girón, Yasmín Socorro and Barragán Hernández, Wilson Andrés and Arreaza-Tavera, Luis Carlos and Argüelles-Cárdenas, Jorge and Amézquita-Collazos, Edgar and Abuabara-Pérez, Yesid and Panza-Tapia, Blas and Lascano-Aguilar, Carlos",2012,SciELO,,es,Não,Triagem título/resumo,Excluded,out of scope,
175,Performance and meat attributes of chickens reared on deep litter and free range,"Sogunle, O.M. and Olaniyi, O.A. and Shittu, T.A. and Abiola, S.S.",2012,SciELO,10.4321/S0004-05922012000400009,en,Não,Triagem título/resumo,Excluded,out of scope,
176,Carne de ovinos de descarte na elaboração de mortadelas com diferentes teores de gordura suína,"Guerra, Ingrid Conceição Dantas and Meireles, Bruno Raniere Lins de Albuquerque and Félex, Suênia Samara dos Santos and Conceição, Maria Lúcia da and Souza, Evandro Leite de and Benevides, Selene Daiha and Madruga, Marta Suely",2012,SciELO,,pt,Não,Triagem título/resumo,Excluded,out of scope,
177,Distribuição e identificação das regiões de risco para a cisticercose bovina no estado do Paraná,"Guimarães-Peixoto, Rafaella P.M. and Souza, Valmir K. and Pinto, Paulo S.A. and Santos, Tatiane O.",2012,SciELO,,pt,Não,Triagem título/resumo,Excluded,out of scope,
178,Carotenoides bixina e norbixina extraídos do urucum (Bixa orellana L.) como antioxidantes em produtos cárneos,"Garcia, Carlos Eduardo Rocha and Bolognesi, Vinícius José and Dias, Josiane de Fátima Gaspari and Miguel, Obdúlio Gomes and Costa, Camila Klocker",2012,SciELO,,pt,Não,Triagem título/resumo,Excluded,out of scope,
179,"Conhecimento tradicional das marisqueiras de Barra Grande, área de proteção ambiental do delta do Rio Parnaíba, Piauí, Brasil","Freitas, Simone Tupinambá and Pamplin, Paulo Augusto Zaitune and Legat, Jefferson and Fogaça, Fabíola Helena dos Santos and Barros, Roseli Farias Melo de",2012,SciELO,,pt,Não,Triagem título/resumo,Excluded,out of scope,
180,The sensory acceptability of a tilapia (Oreochromis niloticus) mechanically separated meat-based spread,"Freitas, Daniela De Grandi Castro and Resende, Alda Letícia da Silva Santos and Furtado, Angela Aparecida Lemos and Tashima, Luana and Bechara, Henrique Muniz",2012,SciELO,,en,Não,Triagem título/resumo,Excluded,out of scope,
181,Falta de garantias e falhas de coordenação: evidências do sistema agroindustrial da carne bovina,"Caleman, Silvia Morales de Queiroz and Zylbersztajn, Decio",2012,SciELO,,pt,Não,Triagem título/resumo,Excluded,out of scope,
182,Evaluación de contusiones como un indicador de bienestar animal durante el pre-sacrificio de bovinos,"Romero, Marlyn H and Gutiérrez, Carolina and Sánchez, Jorge A",2012,SciELO,,es,Não,Triagem título/resumo,Excluded,out of scope,
183,Modelo dinámico de crecimiento de la biomasa para Mytilus chilensis en sistemas de cultivo en líneas,"Marambio, José and Maturana, Sergio and Campos, Bernardita",2012,SciELO,,es,Não,Triagem título/resumo,Excluded,out of scope,
184,"Estabilidade físico-química, microbiológica e sensorial de carne ovina embalada a vácuo estocada sob refrigeração","Fernandes, Rafaella de Paula Paseto and Freire, Maria Teresa de Alvarenga and Guerra, Carlos Cirelli and Carrer, Celso da Costa and Balieiro, Júlio Cesar de Carvalho and Trindade, Marco Antonio",2012,SciELO,,pt,Não,Triagem título/resumo,Excluded,out of scope,
185,"Diversidad de Scarabaeoidea (Coleoptera) en las principales condiciones de hábitat de Montebello, Chiapas, México","DELGADO, Juan Manuel and CASTRO-RAMÍREZ, Adriana Elena and MORÓN, Miguel Ángel and RUIZ-MONTOYA, Lorena",2012,SciELO,,es,Não,Triagem título/resumo,Excluded,out of scope,
186,Contribución para la evaluación económica de sistemas que procuran el bienestar,"Raineri, Camila and Antonelli, Renan and Prosdocimi Nunes, Bruno C and Simionato de Barros, Carina and Tarazona Morales, Ariel M and Gameiro, Augusto H",2012,SciELO,,es,Não,Triagem título/resumo,Excluded,out of scope,
187,Aspectos econômicos da produção de bovinos de corte,"Araújo, Hilda Silva and Sabbag, Omar Jorge and Lima, Bruno Tadeu Marotta and Andrighetto, Cristiana and Ruiz, Urbano dos Santos",2012,SciELO,,pt,Não,Triagem título/resumo,Excluded,out of scope,
188,Impacto de orientação dietética sistemática no primeiro ano de vida nas prevalências de anemia e deficiência de ferro aos 12-16 meses,"Bortolini, Gisele Ane and Vitolo, Márcia Regina",2012,SciELO,,pt,Não,Triagem título/resumo,Excluded,out of scope,
189,Linguiças frescais elaboradas com carne de avestruz: características físico-químicas,"Nascimento, Rafael Soares and Fonseca, Ana Beatriz Monteiro and Franco, Robson Maia and Miranda, Zander Barreto",2012,SciELO,,pt,Não,Triagem título/resumo,Excluded,out of scope,
190,"Informe de tres casos de rabia paralítica y babesiosis bovina en el municipio de Aldama, Tamaulipas","Ramírez Romero, Rafael and González Báez, Andrea and Nevárez Garza, Alicia Magdalena and Rodríguez Tovar, Luis Edgar",2011,SciELO,,es,Não,Triagem título/resumo,Excluded,out of scope,
191,"Carne podre, café com milho e leite com água: disputas de autoridade e fiscalização do comércio de gêneros na Corte imperial, 1840-1889","Souza, Juliana Teixeira",2011,SciELO,,pt,Não,Triagem título/resumo,Excluded,out of scope,
192,"ANTICORPOS IgG ANTI-TOXOPLASMA GONDII EM SUÍNOS ABATIDOS EM MATADOUROS DA REGIÃO METROPOLITANA DO RECIFE, PERNAMBUCO, BRASIL","Samico Fernandes, E.F.T. and Simões, S.G. and Faria, E.B. and Samico Fernandes, M.F.T. and Pinheiro Júnior, J.W. and Mota, R.A.",2011,SciELO,10.1590/1808-1657v78p4252011,pt,Não,Triagem título/resumo,Excluded,out of scope,
193,Indicação geográfica na conservação e agregação de valor ao gado Curraleiro da comunidade Kalunga,"Neiva, A.C.G.R. and Sereno, J.R.B. and Fioravanti, M.C.S.",2011,SciELO,10.4321/S0004-05922011000300010,pt,Não,Triagem título/resumo,Excluded,out of scope,
194,Percepção dos produtores frente à rastreabilidade bovina: Estudo comparativo entre Brasil e Chile,"Viana, J.G.A and Cartes, G.S. and Fornazier, A. and Spohr, G. and Silva, T.N. da",2011,SciELO,10.4321/S0004-05922011000300072,pt,Não,Triagem título/resumo,Excluded,out of scope,
195,Implicaciones de la inclusión del bienestar animal en la legislación sanitaria Colombiana,"Romero, Marlyn H and Sánchez, Jorge A",2011,SciELO,,es,Não,Triagem título/resumo,Excluded,out of scope,
196,"Folato, B6 e B12 na adolescência: níveis séricos, prevalência de inadequação de ingestão e alimentos contribuintes","Steluti, Josiane and Martini, Lígia A. and Peters, Barbara S. E. and Marchioni, Dirce M. L.",2011,SciELO,,pt,Não,Triagem título/resumo,Excluded,out of scope,
197,Corporal Composition and Characteristics of Carcass of Araucano Creole Lambs,"Bravo, Silvana and Fabres, Macarena and Schnettler, Berta and Sepúlveda, Néstor",2010,SciELO,,en,Não,Triagem título/resumo,Excluded,out of scope,
198,Modelos de cointegração com um ou dois limiares: uma aplicação para o preço do frango inteiro resfriado em mercados atacadistas no Brasil,"Mattos, Leonardo Bornacki de and Lima, João Eustáquio de and Lirio, Viviani Silva and Campos, Antônio Carvalho",2010,SciELO,,pt,Não,Triagem título/resumo,Excluded,out of scope,
199,Controle da utilização de ingredientes não cárneos para injeção e marinação de carnes,"Daguer, Heitor and Assis, Michel Tavares Quinteiro Milcent and Bersot, Luciano dos Santos",2010,SciELO,,pt,Não,Triagem título/resumo,Excluded,out of scope,
200,"SOROPOSITIVIDADE E LESÕES SUGESTIVAS DE BRUCELOSE EM BOVINOS ABATIDOS NO ESTADO DE TOCANTINS, BRASIL","Viana, L. and Baptista, F. and Teles, J. and Ribeiro, A.P.C. and Pigatto, C.P.",2010,SciELO,10.1590/1808-1657v77p5172010,pt,Não,Triagem título/resumo,Excluded,out of scope,
201,Alimentação natural para cães e gatos,"Saad, Flávia Maria de Oliveira Borges and França, Janine",2010,SciELO,,pt,Não,Triagem título/resumo,Excluded,out of scope,
202,Animal cysticercosis in indigenous Brazilian villages,"Aragão, Samuel Carvalho de and Biondi, Germano Francisco and Lima, Luis Gustavo Ferraz and Nunes, Cáris Maroni",2010,SciELO,,en,Não,Triagem título/resumo,Excluded,out of scope,
203,Método acelerado de processamento de presunto cru,"Bergamin Filho, Walter and Costa, Marcela de Rezende and Felício, Pedro Eduardo de and Silveira, Expedito Tadeu Facco",2010,SciELO,,pt,Não,Triagem título/resumo,Excluded,out of scope,
204,"LEGISLACIÓN E HIGIENE VETERINARIA: MEDELLÍN, 1913-1926","Gómez Gómez, Mauricio Alejandro",2010,SciELO,,es,Não,Triagem título/resumo,Excluded,out of scope,
205,Morfologia dos órgãos genitais masculinos do Jurará Kinosternon scorpioides (Chelonia: Kinosternidae),"Carvalho, Rafael Cardoso and Oliveira, Sâmia Clara Rodrigues de and Bombonato, Pedro Primo and Oliveira, Antonia Santos and Sousa, Alana Lislea de",2010,SciELO,,pt,Não,Triagem título/resumo,Excluded,out of scope,
206,Efeitos do peso vivo sobre a comercialização de bezerros de corte em leilões,"Christofari, L.F. and Barcellos, J.O.J. and Braccini Neto, J. and Oaigen, R.P. and Santos, A.P. and Canozzi, M.E.A.",2010,SciELO,,pt,Não,Triagem título/resumo,Excluded,out of scope,
207,Caracterização química e bacteriológica de polpa e surimi obtidos do espinhaço residual da filetagem de tilápia,"Mello, Silvia Conceição Reis Pereira and Freitas, Mônica Queiroz de and São Clemente, Sergio Carmona de and Franco, Robson Maia and Nogueira, Eduardo Bruno and Pinto, Maria Dalva Silva Ribas",2010,SciELO,,pt,Não,Triagem título/resumo,Excluded,out of scope,
208,Efecto de la suplementación de lisina sobre la ganancia de peso y características cárnicas y de la canal en cerdos en iniciación,"García Castillo, Ramón F and Malacara Álvarez, Orlando E and Salinas Chavira, Jaime and Torres Hernández, Manuel and Fuentes Rodríguez, Jesús M and Kawas Garza, Jorge R",2010,SciELO,,es,Não,Triagem título/resumo,Excluded,out of scope,
209,Perfil eletroforético de lombo suíno adicionado de proteínas não cárneas,"Daguer, Heitor and Stephan, Marilia Penteado and Bersot, Luciano dos Santos",2010,SciELO,,pt,Não,Triagem título/resumo,Excluded,out of scope,
210,Características físico-químicas de embutido curado fermentado com adição de carne de avestruz associada à de suíno,"Cavalheiro, Carlos Pasqualin and Terra, Nelcindo Nascimento and Fries, Leadir Lucy Martins and Milani, Liana Inês Guidolin and Rezer, Ana Paula de Souza and Cavalheiro, Caroline Viegas and Manfio, Marialene",2010,SciELO,,pt,Não,Triagem título/resumo,Excluded,out of scope,
211,Propriedades físico-químicas e sensoriais de embutidos fermentados formulados com diferentes proporções de carne suína e de ovelhas de descarte,"François, Poliana and Pires, Cleber Cassol and Griebler, Letieri and François, Ticiana and Soriano, Vanessa Souza and Galvani, Diego Barcelos",2009,SciELO,,pt,Não,Triagem título/resumo,Excluded,out of scope,
212,Broiler and swine production: animal welfare legislation scenario,"Silva, Raquel Baracat Tosi Rodrigues da and Nääs, Irenilza de Alencar and Moura, Daniella Jorge de",2009,SciELO,,en,Não,Triagem título/resumo,Excluded,out of scope,
213,"Sarcophagidae (Diptera) de importancia forense en Colombia: claves taxonómicas, notas sobre su biología y distribución","BUENAVENTURA R, ELIANA and CAMACHO C, GINNA and GARCÍA G, ALEXANDER and WOLFF E, MARTA",2009,SciELO,,es,Não,Triagem título/resumo,Excluded,out of scope,
214,Tipificación de tres marcadores genéticos de caracteres de importancia comercial en ganado Charolais: implicaciones en la ganadería para carne en México,"Parra-Bracamonte, Gaspar M and Sifuentes-Rincón, Ana M and Arellano-Vera, Williams and Almanza-González, Alberto and De la Rosa-Reyna, Xochitl F",2009,SciELO,,es,Não,Triagem título/resumo,Excluded,out of scope,
215,Evolução dos preços históricos da bovinocultura de corte do Rio Grande do Sul: tendência e comportamento dos preços em nível de produtor e consumidor,"Viana, João Garibaldi Almeida and Souza, Renato Santos de and Silveira, Vicente Celestino Pires",2009,SciELO,,pt,Não,Triagem título/resumo,Excluded,out of scope,
216,"Feos, sucios y malos: la regulación de los cuerpos y las emociones en Norbert Elías","Scribano, Adrián and Mattar, Gabriela Vergara",2009,SciELO,,es,Não,Triagem título/resumo,Excluded,out of scope,
217,Características sensoriais da carne ovina,"Osório, José Carlos da Silveira and Osório, Maria Teresa Moreira and Sañudo, Carlos",2009,SciELO,,pt,Não,Triagem título/resumo,Excluded,out of scope,
218,North American Rendering: processing high quality protein and fats for feed,"Meeker, David L.",2009,SciELO,,en,Não,Triagem título/resumo,Excluded,out of scope,
219,AVALIAÇÃO DA QUALIDADE SANITÁRIA DE INCUBATÓRIO POR MEIO DE PLACAS DE SEDIMENTAÇÃO,"Cardoso, A.L.S.P. and Tessari, E.N.C. and Kanashiro, A.M.I. and Stoppa, G.F.Z. and Luciano, R.L. and Castro, A.G.M.",2009,SciELO,10.1590/1808-1657v76p2792009,pt,Não,Triagem título/resumo,Excluded,out of scope,
220,Rol de la calpastatina en la variabilidad de la terneza de la carne bovina,"Motter, MM and Corva, P and Krause, M and Perez Cenci, M and Soria, L.",2009,SciELO,,es,Não,Triagem título/resumo,Excluded,out of scope,
221,Teste de aceitação e composição centesimal de carne de jacaré-do-papo-amarelo (Caiman latirostris) em conserva,"Azevedo, Isabela Ciarlini de and Carmo, Renato Poubel do and Torres, Alexandre Guedes and Mársico, Eliane Teixeira and Freitas, Mônica Queiroz de",2009,SciELO,,pt,Não,Triagem título/resumo,Excluded,out of scope,
222,"Evaluación Rápida de Coberturas Vacunales en Bogotá, 2006","Morón-Duarte, Lina and Espitia, María T",2009,SciELO,,es,Não,Triagem título/resumo,Excluded,out of scope,
223,Análise físico-química e sensorial de hambúrguer elaborado com carne de avestruz,"Hautrive, Tiffany Prokopp and Oliveira, Viviani Ruffo de and Silva, Aline Roque Dutra da and Terra, Nelcindo Nascimento and Campagnol, Paulo Cezar Bastianello",2008,SciELO,,pt,Não,Triagem título/resumo,Excluded,out of scope,
224,Inspeção visual e avaliações bacteriológica e físico-química da carne de piramutaba (Brachyplatistoma vaillanti) congelada,"Santos, T.M. and Martins, R.T. and Santos, W.L.M. and Martins, N.E.",2008,SciELO,,pt,Não,Triagem título/resumo,Excluded,out of scope,
225,"Parasitoid wasps (Hymenoptera) from puparia of sarcosaprophagous flies (Diptera: Calliphoridae; Sarcophagidae) in Buenos Aires, Argentina","Oliva, Adriana",2008,SciELO,,en,Não,Triagem título/resumo,Excluded,out of scope,
226,"Causes of condemnation of carcasses from poultry in slaughterhouses located in State of Goiás, Brazil","Santana, Ângela Patrícia and Murata, Luci Sayori and Freitas, Camila Guimarães de and Delphino, Marina Karina and Pimentel, Concepta Macmanus",2008,SciELO,,en,Não,Triagem título/resumo,Excluded,out of scope,
227,Aproveitamento de vísceras não comestíveis de aves para elaboração de farinha de carne,"Costa, Denise Pinheiro Soncini and Romanelli, Pedro Fernando and Trabuco, Elizeu",2008,SciELO,,pt,Não,Triagem título/resumo,Excluded,out of scope,
228,"QUALIDADE HIGIÊNICO-SANITÁRIA DE CARNE BOVINA MOÍDA E DE EMBUTIDOS FRESCAIS COMERCIALIZADOS NO SUL DO RIO GRANDE DO SUL, BRASIL","Dias, P.A. and Conceição, R.C.S. da and Coelho, F.J.O. and Tejada, T.S. and Segatto, M. and Timm, C.D.",2008,SciELO,10.1590/1808-1657v75p3592008,pt,Não,Triagem título/resumo,Excluded,out of scope,
229,Carne de Cuarta para consumidores de cuarta,"Guarín, Alejandro",2008,SciELO,,es,Não,Triagem título/resumo,Excluded,out of scope,
230,Desafios e oportunidades das alianzas mercadologicas na cadeia produtiva da carne bovina,"Ospina Patino, Harold and Dutra de Barcellos, Marcia and Furtado Velloso, Fernando and Angel Cardona, Juan C",2008,SciELO,,pt,Não,Triagem título/resumo,Excluded,out of scope,
231,Avaliação de contaminação por metais pesados em amostras de siris azuis,"Virga, Rossana Helena Pitta and Geraldo, Luiz Paulo and Santos, Fabiana Henrique dos",2007,SciELO,,pt,Não,Triagem título/resumo,Excluded,out of scope,
232,Producción de un trigo doble propósito defoliado en distintos estados de desarrollo del ápice de crecimiento,"Merchán, HD and Lutz, EE and Morant, AE",2007,SciELO,,es,Não,Triagem título/resumo,Excluded,out of scope,
233,Processamento e aceitação sensorial do hambúrguer de coelho (Orytolagus cunicullus),"Tavares, Rodrigo de Souza and Cruz, Adriano Gomes da and Oliveira, Thiago Silva de and Braga, Aline Rosa and Reis, Fernanda Almeida dos and Hora, Iracema Maria Carvalho da and Teixeira, Rosângela da Costa and Ferreira, Edmir Fernandes",2007,SciELO,,pt,Não,Triagem título/resumo,Excluded,out of scope,
234,Scale Economies Estimation in the Pork Meat Industry in Chile,"Marchant S, Ricardo",2007,SciELO,,en,Não,Triagem título/resumo,Excluded,out of scope,
235,"Informações nutricionais de carnes ovinas em rótulos comerciais, comparativamente às obtidas em análises laboratoriais","Pinheiro, Rafael Silvio Bonilha and Silva Sobrinho, Américo Garcia and Souza, Hirasilva Borba Alves de and Yamamoto, Sandra Mari",2007,SciELO,,pt,Não,Triagem título/resumo,Excluded,out of scope,
236,Residuos de tetraciclina y quinolonas en peces silvestres en una zona costera donde se desarrolla la acuicultura del salmón en Chile,"Fortt Z, Antonia and Cabello C, Felipe and Buschmann R, Alejandro",2007,SciELO,,es,Não,Triagem título/resumo,Excluded,out of scope,
237,Qualidade da corvina (Micropogonias furnieri) eviscerada em diferentes períodos de estocagem a 0°C,"Borges, Alexandre and Teixeira, Marcelo Sardenberg and Freitas, Mônica Queiroz de and Franco, Róbson Maia and Mársico, Eliane Teixeira and São Clemente, Sérgio Carmona de",2007,SciELO,,pt,Não,Triagem título/resumo,Excluded,out of scope,
238,Efecto de la alimentación sobre la producción láctea en llamas seleccionadas para producción de carne,"Gonzáles D., Rosario and Leyva V., Víctor and García V., Wilber and Gavidia Ch., César and Ticona S., Daniel",2007,SciELO,,es,Não,Triagem título/resumo,Excluded,out of scope,
239,Producción de un trigo doble propósito,"Merchán, HD and Lutz, EE and Morant, AE",2006,SciELO,,es,Não,Triagem título/resumo,Excluded,out of scope,
240,Controle bacteriológico de carne caprina para elaboração de hambúrguer caprino defumado,"Metri, J.C. and Andrade, S.A.C. and Machado, E.C.L. and Shinohara, N.K.S. and Biscontini, T.M.B.",2006,SciELO,,pt,Não,Triagem título/resumo,Excluded,out of scope,
241,Aplicação da técnica de PCR na detecção de Yersinia enterocolitica em suínos abatidos sem inspeção,"Teodoro, V.A.M. and Pinto, P.S.A. and Vanetti, M.C.D. and Bevilacqua, P.D. and Moraes, M.P. and Pinto, M.S.",2006,SciELO,,pt,Não,Triagem título/resumo,Excluded,out of scope,
242,Hipertensión grave que complica el embarazo,"Castillo Fernández, Frank Alberto and Navas Ábalos, Noris",2006,SciELO,,es,Não,Triagem título/resumo,Excluded,out of scope,
243,"Salmonella spp. em carcaças, carne mecanicamente separada, lingüiças e cortes comerciais de frango","Carvalho, Angela Cleusa de Fátima Banzatto de and Cortez, Ana Lígia Lordello",2005,SciELO,,pt,Não,Triagem título/resumo,Excluded,out of scope,
244,Medidas objetivas das carcaças e composição química do lombo de cordeiros alimentados e terminados com três níveis de proteína bruta em creep feeding,"Ortiz, Jessé Siqueira and Costa, Ciniro and Garcia, Cledson Augusto and Silveira, Liciana Vaz de Arruda",2005,SciELO,,pt,Não,Triagem título/resumo,Excluded,out of scope,
245,La integración del valor de la res porcina: cambios originados por la devaluación monetaria en Argentina,"Paturlanne, V. and Basso, C.P and Vieites, C.M.",2005,SciELO,,es,Não,Triagem título/resumo,Excluded,out of scope,
246,Desempenho e rendimento de carcaça de quatro grupos genéticos de codornas para produção de carne,"Móri, Cleusa and Garcia, Edivaldo Antônio and Pavan, Ana Cláudia and Piccinin, Adriana and Pizzolante, Carla Cachoni",2005,SciELO,,pt,Não,Triagem título/resumo,Excluded,out of scope,
247,"Gases e ruídos em edificações para suínos: aplicação das normas NR-15, CIGR e ACGIH","Sampaio, Carlos A. de P. and Nääs, Irenilza de A. and Nader, Alexandre",2005,SciELO,,pt,Não,Triagem título/resumo,Excluded,out of scope,
248,Efeito do gelo clorado sobre parâmetros químicos e microbiológicos da carne de carpa capim (Ctenopharyngodon idella),"Scherer, Rodrigo and Daniel, Ana P. and Augusti, Paula R. and Lazzari, Rafael and Lima, Ronaldo L. de and Fries, Leadir L. M. and Radunz Neto, João and Emanuelli, Tatiana",2004,SciELO,,pt,Não,Triagem título/resumo,Excluded,out of scope,
249,Efeitos do sexo e do tempo de maturação sobre a qualidade da carne ovina,"Gonçalves, Lorrance A. G. and Zapata, Jorge F.F. and Rodrigues, Maria do Carmo P. and Borges, Ângela S.",2004,SciELO,,pt,Não,Triagem título/resumo,Excluded,out of scope,
250,Atención de niños con síndrome de Down,"SASTRE, DIANA and ZABALA, CRISTINA and LANZA, ANDREA",2004,SciELO,,es,Não,Triagem título/resumo,Excluded,out of scope,
251,Estudo do aproveitamento das vísceras do jacaré do pantanal (Caiman crocodilus yacare ) em farinha de carne,"Romanelli, Pedro Fernando and Schmidt, Juliana",2003,SciELO,,pt,Não,Triagem título/resumo,Excluded,out of scope,
252,"Evaluación de la Jornada Nacional de Vacunación en Bogotá D.C., 2001","Prieto Alvarado, Franklynn E. and de la Hoz Restrepo, Fernando P.",2003,SciELO,,es,Não,Triagem título/resumo,Excluded,out of scope,
253,Fatores de risco associados com artrites em suínos de abate,"Morés, N. and Pierosan, R. and Amaral, A.L. and Barioni Júnior, W.",2003,SciELO,,pt,Não,Triagem título/resumo,Excluded,out of scope,
254,CUTANEOUS PYTHIOSIS IN A SLAUGHTERED HORSE: A CASE REPORT,"Headley, S.A. and Arruda Jr, H.N. and Leggi, T.C.S.S. and Bett, V.",2002,SciELO,10.1590/1808-1657v69n4p1092002,en,Não,Triagem título/resumo,Excluded,out of scope,
255,Produção de Carne em Cordeiros Cruza Border Leicester com Ovelhas Corriedale e Ideal,"Osório, José Carlos da Silveira and Oliveira, Nelson Manzoni de and Osório, Maria Teresa Moreira and Jardim, Rodrigo Desessard and Pimentel, Marcelo Alves",2002,SciELO,,pt,Não,Triagem título/resumo,Excluded,out of scope,
256,"Confirmación serológica de la rubéola en Costa Rica, 1998-1999","González, Luis and Sáenz, Elizabeth",2002,SciELO,,es,Não,Triagem título/resumo,Excluded,out of scope,
257,Bovine carcass sexing by PCR method,"Curi, Rogério Abdallah and Mota, Lígia Souza Lima Silveira da and Amarante, Mônica Regina Vendrame and Lopes, Catalina Romeiro",2002,SciELO,,en,Não,Triagem título/resumo,Excluded,out of scope,
258,USO DE CULTURAS INICIADORAS PARA A ELABORAÇÃO DE UM EMBUTIDO À BASE DE CARNE DE PATO (Cairina moschata),"CARIONI, Felipe Oliveira and PORTO, Anna Cláudia Simas and PADILHA, José Carlos Fiad and SANT'ANNA, Ernani Sebastião",2001,SciELO,,pt,Não,Triagem título/resumo,Excluded,out of scope,
259,EFEITOS DOS MÉTODOS DE ABATE DE BOVINOS NA EFICIÊNCIA DA SANGRIA,"ROÇA, Roberto de Oliveira and PADOVANI, Carlos Roberto and FILIPI, Mário Carlos de and SCHWACH, Erich and UEMI, Alberto and SHINKAI, Roberto Takeo and BIONDI, Germano Francisco",2001,SciELO,,pt,Não,Triagem título/resumo,Excluded,out of scope,
260,Uso de un protocolo estandarizado en 14 países para identificar factores que afectan la eficiencia de los servicios de inseminación artificial en ganado bovino a través de análisis de progesterona,"García P, Mario and Goodger, W.J and Bennett, T and Perera, B.M.A.O",2001,SciELO,,es,Não,Triagem título/resumo,Excluded,out of scope,
261,A padronização na gestão da cadeia de suprimentos da carne bovina por supermercados,"Brum, Bruno Leonardo Ravaiani and Jank, Marcos Sawaya",2001,SciELO,,pt,Não,Triagem título/resumo,Excluded,out of scope,
262,Gamma irradiation in the control of pathogenic bacteria in refrigerated ground chicken meat,"Spoto, Marta Helena Filet and Gallo, Cláudio Rosa and Alcarde, André Ricardo and Gurgel, Maria Sílvia do Amaral and Blumer, Lucimara and Walder, Júlio Marcos Melges and Domarco, Rachel Elisabeth",2000,SciELO,,en,Não,Triagem título/resumo,Excluded,out of scope,
263,Epidemiologia da teníase/cisticercose por Taenia solium e Taenia saginata,"Pfuetzenreiter, Márcia Regina and Pires, Fernando Dias de Ávila",2000,SciELO,,pt,Não,Triagem título/resumo,Excluded,out of scope,
264,Qualidade na indústria agroalimentar: situação atual e perspectivas,"Toledo, José Carlos de and Batalha, Mário Otávio and Amaral, Daniel Capaldo",2000,SciELO,,pt,Não,Triagem título/resumo,Excluded,out of scope,
265,Ocorrência de resíduos de dietilestilbestrol e zeranol em fígado de bovinos abatidos no Brasil,"CARDOSO, Olga Maria Chaves and SILVA, Teófilo José Pimentel and SANTOS, Wagner Luiz Moreira and PESQUERO, Jorge Luiz",1999,SciELO,,pt,Não,Triagem título/resumo,Excluded,out of scope,
266,Os leilões sob a ótica da economia institucional: evidências no mercado bovino,"Machado Filho, Cláudio Antonio Pinheiro and Zylbersztajn, Decio",1999,SciELO,,pt,Não,Triagem título/resumo,Excluded,out of scope,
267,Colesterol e composição dos ácidos graxos nas dietas para humanos e na carcaça suína,"Ludke, Maria do Carmo Mohaupt Marques and López, Jorge",1999,SciELO,,pt,Não,Triagem título/resumo,Excluded,out of scope,
268,ANÁLISE MICROBIOLÓGICA DA CARNE DE JACARÉ DO PANTANAL (Caiman crocodilus yacare),"HOFFMANN, Fernando Leite and ROMANELLI, Pedro Fernando",1998,SciELO,,pt,Não,Triagem título/resumo,Excluded,out of scope,
269,DESENVOLVIMENTO POS-EMBRIONARIO DE Cochliomyia macellaria  (FABRICIUS) (DIPTERA: CALLIPHORIDAE)  CRIADA EM DIETAS NATURAIS PROCESSADAS EM CONDIÇÕES CONTROLADAS,"PAES, MARIA JOSE and MILWARD-DE-AZEVEDO, ELIANE M.",1998,SciELO,,pt,Não,Triagem título/resumo,Excluded,out of scope,
270,CARACTERÍSTICAS DE QUALIDADE DO CONTRAFILÉ (m. L. dorsi) DE TOUROS JOVENS DA RAÇA NELORE,"ABULARACH, Maria Lourdes S. and ROCHA, Carlos E. and FELÍCIO, P.E. de",1998,SciELO,,pt,Não,Triagem título/resumo,Excluded,out of scope,
271,Componentes do peso vivo em cordeiros da raça Corriedale,"Osório, José Carlos and Jardim, Pedro Osório and Pimentel, Marcelo and Pouey, Juvêncio and Lüder, Werner E. and Ávila, Clóvis José",1996,SciELO,,pt,Não,Triagem título/resumo,Excluded,out of scope,
272,NÍVEIS DE RESÍDUOS DE PRAGUICIDAS ORGANOCLORADOS E PCBs EM GORDURA BOVINA,"Salioni, E. M. C. and Nishikawa, A. M. and Aranha, S. and Taka, T.",1994,SciELO,10.1590/1808-1657v61n1-2p0331994,pt,Não,Triagem título/resumo,Excluded,out of scope,
273,INSPEÇÃO SANITÁRIA E CRITÉRIO DE JULGAMENTO DA CISTICERCOSE BOVINA CALCIFICADA. INFECÇÃO LEVE,"Rodrigues, Lauro Vicente Campello",1993,SciELO,,pt,Não,Triagem título/resumo,Excluded,out of scope,
274,Níveis de resíduos de praguicidas organoclorados em produtos cárneos sob inspeção federal,"Carvalho, João Pessoa de Paula and Nishikawa, Amélia Mitico and Fay, Elisabeth Francisconi",1980,SciELO,,pt,Não,Triagem título/resumo,Excluded,out of scope,
275,Microbiologia da carne moída: 3. avaliação da qualidade em diferentes épocas do ano,"Martinelli Filho, Alcides and Graner, Murilo and Cruz, Vivaldo F. Da",1975,SciELO,,pt,Não,Triagem título/resumo,Excluded,out of scope,
